workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,target_history,message,model_logprobs
5029,True,random,MDLyuv29jevaGLSeT,D,39,3,0,0,D,1.0,[],[],"[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}]","{'A': -1.2412488460540771, 'I': -0.8662487864494324, 'B': -2.366248846054077, 'E': -2.991248846054077, 'D': -3.116248846054077, 'C': -3.366248846054077, 'F': -4.241248607635498, 'G': -5.116248607635498, 'H': -5.616248607635498, 'J': -5.866248607635498, 'K': -5.991248607635498, 'L': -7.116248607635498}"
5029,True,random,x8BXJBHh3RxchPoHv,B,2,0,1,0,B,0.25,[],[],"[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}]","{'A': -2.2163753509521484, 'I': -1.0913753509521484, 'B': -2.5913753509521484, 'J': -2.9663753509521484, 'E': -3.2163753509521484, 'D': -3.4663753509521484, 'C': -4.091375350952148, 'K': -5.091375350952148, 'G': -5.341375350952148, 'F': -5.466375350952148, 'H': -6.466375350952148, 'L': -7.091375350952148}"
5029,True,random,22dyGMRgestp8u5Lc,E,39,3,2,0,E,1.0,[],[],"[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]","{'I': -0.5287108421325684, 'A': -1.5287108421325684, 'B': -2.7787108421325684, 'E': -3.5287108421325684, 'D': -3.6537108421325684, 'C': -3.9037108421325684, 'F': -5.028710842132568, 'H': -5.653710842132568, 'G': -6.653710842132568, 'J': -6.653710842132568, 'K': -7.028710842132568, 'L': -7.591210842132568}"
5029,True,random,zviCQXNM4xWoYTmoY,A,7,0,3,0,A,0.8,[],[],"[{""role"":""describer"",""text"":""like a person walking lifting one foot up, leaning head back a bit, holding a cloth in front of them"",""message_number"":1},{""role"":""matcher"",""text"":""square on their back"",""message_number"":2},{""role"":""describer"",""text"":""lifting the foot up in front of them not behind"",""message_number"":3},{""role"":""matcher"",""text"":""foot lifting up to the left"",""message_number"":4}]","{'A': -1.83854079246521, 'I': -0.96354079246521, 'B': -2.58854079246521, 'D': -2.83854079246521, 'E': -3.08854079246521, 'C': -3.58854079246521, 'J': -3.83854079246521, 'F': -4.963541030883789, 'L': -5.838541030883789, 'G': -5.963541030883789, 'K': -6.213541030883789, 'H': -6.713541030883789}"
5029,True,random,MDLyuv29jevaGLSeT,D,68,5,4,0,D,1.0,"[[{""role"":""describer"",""text"":""Guy stood straight facing left looking down at arms extended to left"",""message_number"":1}]]","[""D""]","[{""role"":""describer"",""text"":""Standing facing left arms extended in front"",""message_number"":1}]","{'A': -1.0962855815887451, 'B': -1.4712855815887451, 'C': -1.5962855815887451, 'E': -2.471285581588745, 'D': -2.721285581588745, 'F': -2.721285581588745, 'G': -4.721285820007324, 'I': -5.596285820007324, 'H': -5.721285820007324, 'J': -7.096285820007324, 'K': -8.846285820007324, 'L': -9.721285820007324}"
5029,True,random,LzNv7CD7gRuxpk7cQ,G,70,5,5,0,G,1.0,[],[],"[{""role"":""describer"",""text"":""tango dancer"",""message_number"":1}]","{'I': -0.4839699864387512, 'A': -1.7339699268341064, 'B': -2.8589699268341064, 'D': -3.8589699268341064, 'E': -3.8589699268341064, 'C': -4.1089701652526855, 'F': -5.1089701652526855, 'G': -6.2339701652526855, 'J': -6.4839701652526855, 'L': -6.8589701652526855, 'H': -7.0464701652526855, 'K': -7.1714701652526855}"
5029,True,random,MEJ8y7jRW4947MPrH,L,24,2,6,0,L,1.0,[],[],"[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}]","{'A': -1.934970498085022, 'B': -1.684970498085022, 'D': -2.3099703788757324, 'I': -2.3099703788757324, 'E': -2.4349703788757324, 'C': -2.8099703788757324, 'J': -3.8099703788757324, 'K': -4.184970378875732, 'F': -4.434970378875732, 'G': -4.934970378875732, 'H': -5.309970378875732, 'L': -5.934970378875732}"
5029,True,random,rSMFkjhskBteiyQMB,F,56,4,7,0,F,1.0,[],[],"[{""role"":""describer"",""text"":""depressed man bent knee"",""message_number"":1}]","{'A': -1.5126986503601074, 'I': -0.6376987099647522, 'B': -2.5126986503601074, 'E': -3.2626986503601074, 'D': -3.6376986503601074, 'C': -3.8876986503601074, 'F': -4.512698650360107, 'K': -5.387698650360107, 'G': -5.637698650360107, 'L': -6.137698650360107, 'J': -6.387698650360107, 'H': -6.512698650360107}"
5029,True,random,x8BXJBHh3RxchPoHv,E,12,1,8,0,E,1.0,"[[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}]]","[""B""]","[{""role"":""describer"",""text"":""It is the bunny rabbit"",""message_number"":1},{""role"":""describer"",""text"":""two triangles for ears"",""message_number"":2}]","{'A': -0.34413450956344604, 'C': -2.219134569168091, 'D': -2.719134569168091, 'B': -2.969134569168091, 'E': -3.469134569168091, 'F': -4.094134330749512, 'I': -4.594134330749512, 'H': -6.219134330749512, 'G': -6.469134330749512, 'K': -8.344134330749512, 'J': -8.469134330749512, 'L': -9.844134330749512}"
5029,False,random,22dyGMRgestp8u5Lc,C,35,2,9,0,A,1.0,"[[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]]","[""E""]","[{""role"":""describer"",""text"":""facing left one leg up arms up falling backward"",""message_number"":1}]","{'A': -1.4073798656463623, 'D': -1.1573798656463623, 'B': -1.5323798656463623, 'C': -2.1573798656463623, 'F': -2.6573798656463623, 'G': -4.407380104064941, 'H': -4.657380104064941, 'I': -4.657380104064941, 'E': -5.282380104064941, 'J': -6.532380104064941, 'K': -9.594880104064941, 'L': -11.032380104064941}"
